,trans_date_trans_time,merchant,category,amt,state,dob,merch_lat,merch_long,is_fraud,trans_date,trans_time
30,13-01-2019 23:04,"""Tillman, Fritsch and Schmitt""",misc_net,816.89,CA,1955-06-12,37.301768,-122.469759,True,2019-01-13,23:04
31,13-01-2019 23:17,Larson-Moen,entertainment,510.59,NE,1974-06-21,41.213009,-98.097519,True,2019-01-13,23:17
32,13-01-2019 23:28,Kutch and Sons,grocery_pos,307.5,CA,1955-06-12,37.5925,-122.356511,True,2019-01-13,23:28
33,13-01-2019 23:45,"""Parisian, Schiller and Altenwerth""",misc_net,790.35,CA,1955-06-12,37.033841,-121.371988,True,2019-01-13,23:45
34,13-01-2019 23:57,Kozey-Boehm,shopping_net,1065.43,NE,1974-06-21,41.880236,-98.612455,True,2019-01-13,23:57
35,14-01-2019 00:27,Rau and Sons,grocery_pos,306.81,CA,1955-06-12,36.502259,-122.323669,True,2019-01-14,00:27
36,14-01-2019 00:37,Parisian and Sons,gas_transport,12.57,CA,1955-06-12,36.860137,-122.217748,True,2019-01-14,00:37
37,14-01-2019 00:46,O'Keefe-Hudson,grocery_pos,324.87,NE,1935-02-10,41.603137,-99.129649,True,2019-01-14,00:46
38,14-01-2019 01:41,Cassin-Harvey,grocery_net,16.44,NE,1935-02-10,40.869894,-99.153196,True,2019-01-14,01:41
39,14-01-2019 01:42,"""Schumm, Bauch and Ondrick""",grocery_pos,277.53,CA,1955-06-12,36.59875,-121.383937,True,2019-01-14,01:42
40,14-01-2019 02:27,"""Towne, Walker and Bore""",grocery_net,13.2,NE,1935-02-10,42.024265,-98.441592,True,2019-01-14,02:27
41,14-01-2019 08:44,Kling-Grant,grocery_net,12.95,NE,1935-02-10,40.701366,-98.890275,True,2019-01-14,08:44
42,14-01-2019 09:30,"""Jenkins, Hauck and Friesen""",gas_transport,8.25,CA,1955-06-12,37.259809,-121.89842,True,2019-01-14,09:30
43,14-01-2019 16:15,"""Baumbach, Hodkiewicz and Walsh""",shopping_pos,839.35,NE,1935-02-10,42.337832,-99.34228,True,2019-01-14,16:15
44,14-01-2019 22:28,Beier-Hyatt,shopping_pos,969.64,CA,1955-06-12,36.709536,-122.649175,True,2019-01-14,22:28
45,14-01-2019 23:17,"""Reichert, Huels and Hoppe""",shopping_net,1034.21,NE,1935-02-10,41.12487,-100.349332,True,2019-01-14,23:17
46,14-01-2019 23:18,"""Konopelski, Schneider and Hartmann""",food_dining,121.62,NE,1935-02-10,40.544371,-98.726597,True,2019-01-14,23:18
47,15-01-2019 01:07,VonRueden Group,grocery_net,15.05,NE,1935-02-10,42.015822,-98.943391,True,2019-01-15,01:07
48,15-01-2019 22:50,Koelpin and Sons,misc_net,851.71,NE,1935-02-10,40.461654,-98.987825,True,2019-01-15,22:50
49,15-01-2019 23:01,"""Little, Gutmann and Lynch""",shopping_net,1124.01,NE,1935-02-10,40.65072,-98.820629,True,2019-01-15,23:01
50,15-01-2019 23:12,"""Reichert, Shanahan and Hayes""",shopping_net,1140.41,NE,1935-02-10,41.151133,-99.38238,True,2019-01-15,23:12
51,17-01-2019 01:30,"""Monahan, Bogisich and Ledne""",misc_pos,795.59,UT,1987-04-23,38.278335,-109.044284,True,2019-01-17,01:30
52,17-01-2019 08:59,Kutch LLC,gas_transport,9.79,UT,1987-04-23,39.157345,-109.126592,True,2019-01-17,08:59
53,17-01-2019 22:26,Kutch-Wilderman,home,187.35,UT,1987-04-23,39.42207,-109.555496,True,2019-01-17,22:26
54,17-01-2019 22:45,"""Nicolas, Hills and McGlynn""",entertainment,564.34,UT,1987-04-23,38.435536,-109.844716,True,2019-01-17,22:45
55,18-01-2019 00:23,Boyer PLC,shopping_net,978.96,UT,1987-04-23,38.893999,-109.677707,True,2019-01-18,00:23
56,18-01-2019 03:36,Kerluke-Abshire,shopping_net,849.79,UT,1987-04-23,38.376171,-110.36249,True,2019-01-18,03:36
57,18-01-2019 03:54,Rempel Inc,shopping_net,955.4,UT,1987-04-23,38.748484,-110.32181,True,2019-01-18,03:54
58,18-01-2019 14:38,Shanahan-Lehne,personal_care,21.54,UT,1987-04-23,38.211376,-109.986757,True,2019-01-18,14:38
59,18-01-2019 22:06,Beier LLC,entertainment,528.98,UT,1987-04-23,39.164469,-109.933543,True,2019-01-18,22:06
60,18-01-2019 22:12,Bartoletti and Sons,personal_care,21.23,UT,1987-04-23,38.998205,-110.005615,True,2019-01-18,22:12
61,18-01-2019 23:16,Ankunding-Carroll,travel,9.33,UT,1987-04-23,39.23064,-108.990363,True,2019-01-18,23:16
62,18-01-2019 23:31,Wilkinson Lt,entertainment,386.91,UT,1987-04-23,39.262556,-109.656927,True,2019-01-18,23:31
63,27-01-2019 01:34,"""Huel, Hammes and Witting""",grocery_pos,329.83,CA,1992-10-07,35.269747,-115.001724,True,2019-01-27,01:34
64,27-01-2019 04:43,Kuhic Inc,grocery_pos,298.01,CA,1992-10-07,34.068192,-113.412581,True,2019-01-27,04:43
65,27-01-2019 22:35,Donnelly PLC,misc_net,1043.38,CA,1992-10-07,34.351802,-114.176826,True,2019-01-27,22:35
66,27-01-2019 22:53,Kuhic LLC,shopping_net,1189.69,CA,1992-10-07,34.327016,-114.299654,True,2019-01-27,22:53
67,27-01-2019 23:11,McDermott-Weimann,grocery_pos,289.8,CA,1992-10-07,34.11963,-114.068992,True,2019-01-27,23:11
68,27-01-2019 23:12,Friesen Inc,shopping_pos,795.01,CA,1992-10-07,34.922036,-113.901876,True,2019-01-27,23:12
69,28-01-2019 00:07,DuBuque LLC,grocery_pos,296.87,CA,1992-10-07,33.352471,-113.515467,True,2019-01-28,00:07
70,28-01-2019 01:51,Hackett-Lueilwitz,grocery_pos,294.02,CA,1992-10-07,33.868431,-114.495419,True,2019-01-28,01:51
71,28-01-2019 02:16,Kilback LLC,grocery_pos,295.07,CA,1987-11-30,32.136058,-118.113176,True,2019-01-28,02:16
72,28-01-2019 03:29,Koepp-Parke,grocery_pos,321.49,CA,1992-10-07,35.181692,-115.067423,True,2019-01-28,03:29
73,28-01-2019 03:53,Kiehn Inc,grocery_pos,276.99,CA,1987-11-30,32.602272,-117.826092,True,2019-01-28,03:53
74,28-01-2019 05:19,Bauch-Rayno,grocery_pos,306.2,CA,1987-11-30,31.874764,-117.478948,True,2019-01-28,05:19
75,28-01-2019 08:35,Koepp-Witting,grocery_pos,290.89,CA,1987-11-30,31.881961,-117.269511,True,2019-01-28,08:35
76,28-01-2019 22:40,"""Kihn, Abernathy and Douglas""",shopping_net,1005.31,CA,1987-11-30,33.003474,-116.408968,True,2019-01-28,22:40
77,28-01-2019 22:54,Hudson-Ratke,grocery_pos,287.42,CA,1992-10-07,33.39735,-114.42256,True,2019-01-28,22:54
78,28-01-2019 23:14,"""Romaguera, Cruickshank and Greenholt""",shopping_net,1058.01,CA,1987-11-30,33.259031,-117.083503,True,2019-01-28,23:14
79,28-01-2019 23:48,"""Reichert, Huels and Hoppe""",shopping_net,1037.0,CA,1987-11-30,33.086398,-117.259417,True,2019-01-28,23:48
80,29-01-2019 01:39,Murray-Smitham,grocery_pos,285.88,CA,1987-11-30,32.297113,-117.660065,True,2019-01-29,01:39
81,29-01-2019 01:59,Dooley-Thompson,misc_net,731.6,CA,1987-11-30,31.967624,-116.858395,True,2019-01-29,01:59
82,29-01-2019 03:59,"""Schoen, Kuphal and Nitzsche""",grocery_pos,326.94,CA,1987-11-30,32.64137,-116.730718,True,2019-01-29,03:59
83,29-01-2019 23:36,"""Baumbach, Hodkiewicz and Walsh""",shopping_pos,715.29,CA,1987-11-30,32.785261,-117.276053,True,2019-01-29,23:36
84,30-01-2019 00:54,"""Baumbach, Hodkiewicz and Walsh""",shopping_pos,986.53,MO,1989-07-17,39.42055,-94.27143,True,2019-01-30,00:54
85,30-01-2019 01:27,Mohr-Baye,shopping_net,1041.76,MO,1989-07-17,38.85913,-93.019556,True,2019-01-30,01:27
86,30-01-2019 02:51,"""Tillman, Fritsch and Schmitt""",misc_net,857.67,MO,1989-07-17,38.735425,-93.433279,True,2019-01-30,02:51
87,30-01-2019 22:22,"""Schiller, Blanda and Johnson""",home,241.08,MO,1989-07-17,38.291139,-93.380603,True,2019-01-30,22:22
88,30-01-2019 22:46,"""Lang, Towne and Schuppe""",kids_pets,19.77,MO,1989-07-17,39.470802,-93.140293,True,2019-01-30,22:46
89,30-01-2019 23:17,Larson-Moen,entertainment,540.67,MO,1989-07-17,39.287665,-94.091537,True,2019-01-30,23:17
90,31-01-2019 00:38,Jacobi and Sons,shopping_pos,868.34,MO,1989-07-17,37.89086,-93.584179,True,2019-01-31,00:38
91,31-01-2019 02:09,"""Schumm, Bauch and Ondrick""",grocery_pos,291.92,CA,1970-06-25,38.308291,-121.577277,True,2019-01-31,02:09
92,31-01-2019 02:17,Kilback LLC,grocery_pos,290.2,MO,1989-07-17,38.507573,-93.024078,True,2019-01-31,02:17
93,31-01-2019 17:25,Miller-Harris,misc_net,820.25,CA,1970-06-25,38.391948,-121.021048,True,2019-01-31,17:25
94,31-01-2019 22:07,Kerluke-Abshire,shopping_net,1084.55,CA,1970-06-25,38.962408,-121.301792,True,2019-01-31,22:07
95,31-01-2019 22:45,"""Nicolas, Hills and McGlynn""",entertainment,424.38,MO,1989-07-17,39.081379,-93.845355,True,2019-01-31,22:45
96,31-01-2019 23:00,Abbott-Rogahn,entertainment,474.24,MO,1989-07-17,38.219676,-92.956091,True,2019-01-31,23:00
97,31-01-2019 23:26,Daugherty LLC,kids_pets,20.21,MO,1989-07-17,38.527335,-94.342242,True,2019-01-31,23:26
98,31-01-2019 23:34,Torp-Lemke,misc_pos,8.57,CA,1970-06-25,37.871215,-122.115239,True,2019-01-31,23:34
99,01-02-2019 01:14,Bernhard Inc,gas_transport,9.17,CA,1970-06-25,38.790493,-121.925421,True,2019-02-01,01:14
100,01-02-2019 03:07,Doyle Lt,grocery_pos,259.96,CA,1970-06-25,38.608995,-121.863386,True,2019-02-01,03:07
101,01-02-2019 23:54,"""Hahn, Bahringer and McLaughlin""",personal_care,19.83,CA,1970-06-25,38.553685,-121.53418,True,2019-02-01,23:54
102,07-02-2019 06:11,Koepp-Parke,grocery_pos,304.08,OR,1961-06-16,44.559052,-117.642777,True,2019-02-07,06:11
103,07-02-2019 16:14,Medhurst PLC,shopping_net,1105.42,OR,1961-06-16,45.594707,-117.573818,True,2019-02-07,16:14
104,07-02-2019 22:16,Pacocha-O'Reilly,grocery_pos,257.63,OR,1961-06-16,46.026023,-117.409519,True,2019-02-07,22:16
105,07-02-2019 22:17,Rempel Inc,shopping_net,942.0,OR,1961-06-16,44.4009,-118.984081,True,2019-02-07,22:17
106,07-02-2019 23:17,"""Rodriguez, Yost and Jenkins""",misc_net,768.0,OR,1961-06-16,45.224147,-118.552234,True,2019-02-07,23:17
107,07-02-2019 23:17,"""Schumm, Bauch and Ondrick""",grocery_pos,309.02,CA,1959-03-31,37.964672,-122.708937,True,2019-02-07,23:17
108,07-02-2019 23:24,Kessler Group,travel,9.9,MO,1974-12-23,39.169089,-93.078902,True,2019-02-07,23:24
109,07-02-2019 23:31,"""Labadie, Treutel and Bode""",shopping_net,935.13,OR,1961-06-16,45.543601,-118.293693,True,2019-02-07,23:31
110,07-02-2019 23:44,Kerluke-Abshire,shopping_net,1096.03,OR,1961-06-16,46.306316,-118.697593,True,2019-02-07,23:44
111,07-02-2019 23:50,Ruecker Group,misc_net,719.82,MO,1974-12-23,39.951004,-92.359492,True,2019-02-07,23:50
112,08-02-2019 00:26,"""Zieme, Bode and Dooley""",gas_transport,6.79,MO,1974-12-23,39.96651,-93.322742,True,2019-02-08,00:26
113,08-02-2019 00:38,Schamberger-O'Keefe,grocery_pos,290.65,MO,1974-12-23,39.079825,-93.78391,True,2019-02-08,00:38
114,08-02-2019 01:52,Conroy-Cruickshank,gas_transport,9.91,OR,1961-06-16,44.945349,-118.11122,True,2019-02-08,01:52
115,08-02-2019 03:04,Bailey-Mo,grocery_pos,311.48,CA,1959-03-31,38.154261,-123.162765,True,2019-02-08,03:04
116,08-02-2019 05:18,Huels-Hahn,gas_transport,9.13,MO,1974-12-23,40.418609,-93.548774,True,2019-02-08,05:18
117,08-02-2019 07:08,Kiehn-Emmerich,grocery_pos,257.47,OR,1961-06-16,44.57571,-117.80987,True,2019-02-08,07:08
118,08-02-2019 13:29,"""Schmeler, Bashirian and Price""",shopping_net,880.19,CA,1959-03-31,38.471698,-122.846694,True,2019-02-08,13:29
119,08-02-2019 22:12,Bednar Group,misc_net,696.29,MO,1974-12-23,39.868586,-92.549576,True,2019-02-08,22:12
120,08-02-2019 22:45,Conroy Lt,shopping_pos,957.09,OR,1961-06-16,46.157676,-117.699328,True,2019-02-08,22:45
121,08-02-2019 23:10,"""Towne, Greenholt and Koepp""",shopping_net,1016.26,OR,1961-06-16,44.449987,-118.256304,True,2019-02-08,23:10
122,08-02-2019 23:16,Padberg-Welch,grocery_pos,289.74,MO,1974-12-23,39.515652,-94.123122,True,2019-02-08,23:16
123,08-02-2019 23:29,Crooks and Sons,personal_care,45.24,CA,1959-03-31,38.269367,-121.840603,True,2019-02-08,23:29
124,08-02-2019 23:32,Gleason-Macejkovic,shopping_net,900.06,MO,1974-12-23,38.864622,-92.568113,True,2019-02-08,23:32
125,08-02-2019 23:37,"""Little, Gutmann and Lynch""",shopping_net,1140.72,OR,1961-06-16,44.916768,-117.690038,True,2019-02-08,23:37
126,08-02-2019 23:49,Zemlak Group,misc_net,786.4,CA,1959-03-31,38.679519,-121.762099,True,2019-02-08,23:49
127,11-02-2019 01:36,Kutch and Sons,grocery_pos,289.12,WY,1973-05-16,45.074749,-104.113397,True,2019-02-11,01:36
128,11-02-2019 02:44,Vandervort-Funk,grocery_pos,325.35,WY,1973-05-16,45.087558,-104.09532,True,2019-02-11,02:44
129,11-02-2019 03:45,Pacocha-O'Reilly,grocery_pos,280.64,WY,1973-05-16,45.357955,-104.809791,True,2019-02-11,03:45
130,11-02-2019 22:11,"""Jones, Sawayn and Romague""",misc_net,828.73,WY,1973-05-16,43.826015,-104.239668,True,2019-02-11,22:11
131,11-02-2019 22:36,Hills-Witting,shopping_net,853.8,WY,1973-05-16,44.062324,-103.879906,True,2019-02-11,22:36
132,12-02-2019 00:01,Kilback LLC,grocery_pos,295.85,WY,1973-05-16,44.020015,-105.392134,True,2019-02-12,00:01
133,12-02-2019 01:49,Bogisich Inc,grocery_pos,348.01,OR,1965-11-11,44.202317,-122.900884,True,2019-02-12,01:49
134,12-02-2019 02:14,"""Adams, Kovacek and Kuhlman""",grocery_net,16.73,OR,1965-11-11,43.120671,-123.40541,True,2019-02-12,02:14
135,12-02-2019 10:30,Padberg-Welch,grocery_pos,309.35,OR,1965-11-11,43.793951,-123.617007,True,2019-02-12,10:30
136,12-02-2019 16:02,Ernser-Lynch,food_dining,123.61,WY,1973-05-16,44.845781,-104.414629,True,2019-02-12,16:02
137,12-02-2019 18:32,"""Stehr, Jewess and Schimmel""",misc_net,763.2,OR,1965-11-11,43.043863,-122.854471,True,2019-02-12,18:32
138,12-02-2019 22:09,Schmitt Lt,misc_net,935.83,WY,1973-05-16,43.774893,-104.564982,True,2019-02-12,22:09
139,12-02-2019 22:12,Pouros-Conroy,shopping_pos,912.51,WY,1973-05-16,45.219679,-104.676706,True,2019-02-12,22:12
140,12-02-2019 22:12,Schuppe LLC,entertainment,615.49,OR,1965-11-11,43.28018,-122.063582,True,2019-02-12,22:12
141,12-02-2019 23:02,Schmidt and Sons,shopping_net,1073.84,OR,1965-11-11,43.10308,-123.429968,True,2019-02-12,23:02
142,12-02-2019 23:20,Ankunding LLC,shopping_net,920.07,OR,1965-11-11,43.948308,-122.346761,True,2019-02-12,23:20
143,12-02-2019 23:23,Schmitt Lt,misc_net,803.95,OR,1965-11-11,43.019291,-123.267731,True,2019-02-12,23:23
144,12-02-2019 23:36,"""Osinski, Ledner and Leuschke""",grocery_pos,362.56,OR,1965-11-11,44.328304,-122.658093,True,2019-02-12,23:36
145,12-02-2019 23:41,Denesik and Sons,shopping_pos,787.51,OR,1965-11-11,43.674503,-123.424749,True,2019-02-12,23:41
146,13-02-2019 00:26,Kilback LLC,grocery_pos,297.37,OR,1965-11-11,43.834392,-122.19793,True,2019-02-13,00:26
147,13-02-2019 02:01,Miller-Hauck,grocery_pos,348.36,OR,1965-11-11,43.482349,-123.481414,True,2019-02-13,02:01
148,13-02-2019 02:18,Bailey-Mo,grocery_pos,357.5,OR,1965-11-11,43.89829,-122.943875,True,2019-02-13,02:18
149,13-02-2019 21:34,Morissette PLC,shopping_pos,833.74,NM,1967-01-24,35.5078,-106.296518,True,2019-02-13,21:34
150,13-02-2019 22:00,Leffler-Goldne,personal_care,20.25,NM,1967-01-24,35.003639,-107.484173,True,2019-02-13,22:00
151,13-02-2019 22:05,Bednar Group,misc_net,801.83,NM,1967-01-24,34.487789,-105.783679,True,2019-02-13,22:05
152,13-02-2019 22:26,"""Welch, Rath and Koepp""",entertainment,695.53,OR,1965-11-11,44.603272,-123.012746,True,2019-02-13,22:26
153,13-02-2019 22:28,"""Zboncak, Rowe and Murazik""",shopping_net,1156.15,NM,1967-01-24,34.625719,-106.546502,True,2019-02-13,22:28
154,13-02-2019 22:41,"""Ruecker, Beer and Collie""",shopping_net,995.63,NM,1967-01-24,35.209581,-106.704058,True,2019-02-13,22:41
155,13-02-2019 23:08,Morissette PLC,shopping_pos,875.17,NM,1967-01-24,34.338973,-105.885555,True,2019-02-13,23:08
156,13-02-2019 23:10,Kunze Inc,grocery_pos,321.17,NM,1967-01-24,34.483199,-105.901154,True,2019-02-13,23:10
157,13-02-2019 23:32,Smith-Stokes,misc_pos,51.02,OR,1965-11-11,43.691838,-122.921076,True,2019-02-13,23:32
158,13-02-2019 23:39,Volkman Lt,misc_net,664.64,NM,1967-01-24,34.374677,-105.780368,True,2019-02-13,23:39
159,14-02-2019 00:05,Miller-Hauck,grocery_pos,281.68,NM,1967-01-24,34.071853,-107.032302,True,2019-02-14,00:05
160,14-02-2019 01:12,Mraz-Herzog,gas_transport,9.72,NM,1967-01-24,34.337435,-106.863773,True,2019-02-14,01:12
161,14-02-2019 02:30,"""Schumm, Bauch and Ondrick""",grocery_pos,293.68,NM,1967-01-24,34.446637,-106.429048,True,2019-02-14,02:30
162,14-02-2019 22:30,Donnelly PLC,misc_net,749.92,NM,1967-01-24,34.113082,-107.405093,True,2019-02-14,22:30
163,16-02-2019 22:18,Turner and Sons,shopping_pos,871.27,NM,1964-06-22,34.839465,-106.569735,True,2019-02-16,22:18
164,16-02-2019 22:50,"""Terry, Johns and Bins""",misc_pos,51.66,NM,1964-06-22,35.907743,-105.212285,True,2019-02-16,22:50
165,17-02-2019 12:11,Stracke-Lemke,grocery_pos,340.18,NM,1964-06-22,36.14015,-106.119865,True,2019-02-17,12:11
166,17-02-2019 21:41,Beier-Hyatt,shopping_pos,671.44,NM,1964-06-22,36.411315,-105.841668,True,2019-02-17,21:41
167,17-02-2019 23:19,Bogisich-Homenick,misc_net,806.03,NM,1964-06-22,35.933504,-106.014046,True,2019-02-17,23:19
168,25-02-2019 00:34,Vandervort-Funk,grocery_pos,298.7,NE,1996-04-04,39.94901,-96.703476,True,2019-02-25,00:34
169,25-02-2019 00:57,"""Christiansen, Goyette and Schamberge""",gas_transport,10.44,NE,1996-04-04,41.029483,-98.428136,True,2019-02-25,00:57
170,25-02-2019 01:04,Kunze Inc,grocery_pos,300.27,NE,1996-04-04,39.413321,-98.075579,True,2019-02-25,01:04
171,25-02-2019 01:11,Wolf Inc,grocery_pos,299.49,NE,1996-04-04,39.785211,-96.60896,True,2019-02-25,01:11
172,25-02-2019 02:16,Berge LLC,gas_transport,9.21,NE,1996-04-04,39.303936,-96.976292,True,2019-02-25,02:16
173,25-02-2019 03:42,Kiehn-Emmerich,grocery_pos,285.81,NE,1996-04-04,40.990782,-97.605382,True,2019-02-25,03:42
174,25-02-2019 14:12,Larkin Lt,kids_pets,20.27,NE,1996-04-04,39.465551,-98.369363,True,2019-02-25,14:12
175,25-02-2019 22:03,Cormier LLC,shopping_net,1165.94,NE,1996-04-04,39.497113,-96.492329,True,2019-02-25,22:03
176,25-02-2019 22:04,"""Langworth, Boehm and Gulgowski""",shopping_net,942.93,NE,1996-04-04,40.562529,-97.87002,True,2019-02-25,22:04
177,25-02-2019 22:25,Boyer PLC,shopping_net,1078.92,NE,1996-04-04,40.281654,-97.399513,True,2019-02-25,22:25
178,25-02-2019 23:23,"""Champlin, Rolfson and Connelly""",travel,9.15,NE,1996-04-04,40.972924,-97.091445,True,2019-02-25,23:23
179,25-02-2019 23:25,"""Little, Gutmann and Lynch""",shopping_net,996.11,NE,1996-04-04,40.540097,-96.514041,True,2019-02-25,23:25
180,25-02-2019 23:38,Schmitt Lt,misc_net,659.33,NE,1996-04-04,40.411281,-98.44628,True,2019-02-25,23:38
181,25-02-2019 23:38,Block-Hauck,travel,9.89,NE,1996-04-04,39.236317,-98.195775,True,2019-02-25,23:38
182,25-02-2019 23:52,Cormier LLC,shopping_net,956.7,NE,1996-04-04,40.069524,-98.054297,True,2019-02-25,23:52
183,25-02-2019 23:53,Kunde-Sanfo,misc_net,741.78,NE,1996-04-04,40.446029,-97.471297,True,2019-02-25,23:53
184,26-02-2019 00:58,Ortiz Group,grocery_net,10.54,NE,1996-04-04,40.078922,-98.097347,True,2019-02-26,00:58
185,26-02-2019 01:32,"""Schultz, Simonis and Little""",grocery_pos,307.7,NE,1996-04-04,39.201694,-96.933869,True,2019-02-26,01:32
186,26-02-2019 01:55,Goodwin-Nitzsche,grocery_pos,328.75,NE,1996-04-04,40.552089,-96.848354,True,2019-02-26,01:55
187,01-03-2019 01:32,Marks Inc,gas_transport,13.17,WY,1986-02-17,43.432352,-108.982476,True,2019-03-01,01:32
188,01-03-2019 02:42,Cummings LLC,gas_transport,11.74,WY,1986-02-17,42.656763,-109.86824,True,2019-03-01,02:42
189,01-03-2019 23:06,Labadie LLC,personal_care,19.16,WY,1986-02-17,42.084862,-109.537321,True,2019-03-01,23:06
190,02-03-2019 22:10,Barrows PLC,shopping_pos,830.06,WY,1986-02-17,42.739276,-107.975363,True,2019-03-02,22:10
191,02-03-2019 22:10,"""Windler, Goodwin and Kovacek""",home,261.79,WY,1986-02-17,42.20423,-109.34123,True,2019-03-02,22:10
192,02-03-2019 23:01,Douglas-White,entertainment,594.09,WY,1986-02-17,42.468523,-109.687147,True,2019-03-02,23:01
193,02-03-2019 23:08,"""Turner, Ziemann and Lehne""",food_dining,130.08,WY,1986-02-17,42.869714,-108.879962,True,2019-03-02,23:08
194,02-03-2019 23:11,Parker-Kunde,personal_care,20.41,WY,1986-02-17,42.132393,-109.69482,True,2019-03-02,23:11
195,02-03-2019 23:43,Berge-Hills,kids_pets,19.23,WY,1986-02-17,42.995377,-109.128294,True,2019-03-02,23:43
196,04-03-2019 22:50,"""Moore, Dibbert and Koepp""",misc_net,626.15,MO,1960-03-12,37.914098,-90.285022,True,2019-03-04,22:50
197,04-03-2019 23:20,Macejkovic-Lesch,shopping_pos,950.42,MO,1960-03-12,38.136074,-91.201963,True,2019-03-04,23:20
198,05-03-2019 00:20,Collier Inc,grocery_net,9.95,MO,1960-03-12,37.774315,-90.437294,True,2019-03-05,00:20
199,05-03-2019 16:30,Fisher-Schowalte,shopping_net,914.49,MO,1960-03-12,38.662236,-90.250241,True,2019-03-05,16:30
200,05-03-2019 22:00,Mohr-Baye,shopping_net,1209.7,MO,1960-03-12,38.526279,-90.26912,True,2019-03-05,22:00
